row_id,n_tokens,suffix3,label,CharBiRNN__seed42,CharBiRNN__seed7,CharBiRNN__seed123,CharBiRNN__seed2024,CharBiRNN__seed777,CharBiLSTM__seed42,CharBiLSTM__seed7,CharBiLSTM__seed123,CharBiLSTM__seed2024,CharBiLSTM__seed777,CharBiGRU__seed42,CharBiGRU__seed7,CharBiGRU__seed123,CharBiGRU__seed2024,CharBiGRU__seed777,CharTransformer__seed42,CharTransformer__seed7,CharTransformer__seed123,CharTransformer__seed2024,CharTransformer__seed777,WordBiRNN__seed42,WordBiRNN__seed7,WordBiRNN__seed123,WordBiRNN__seed2024,WordBiRNN__seed777,WordBiLSTM__seed42,WordBiLSTM__seed7,WordBiLSTM__seed123,WordBiLSTM__seed2024,WordBiLSTM__seed777,WordBiGRU__seed42,WordBiGRU__seed7,WordBiGRU__seed123,WordBiGRU__seed2024,WordBiGRU__seed777,WordTransformer__seed42,WordTransformer__seed7,WordTransformer__seed123,WordTransformer__seed2024,WordTransformer__seed777
1051,2,roh,1,0.992964,0.995647,0.998307,0.999207,0.999502,0.997248,0.998544,0.999144,0.993193,0.998179,0.998744,0.999056,0.99888,0.998679,0.999013,0.999227,0.999493,0.998092,0.999543,0.998737,0.587976,0.542792,0.566909,0.634653,0.620387,0.605326,0.604396,0.602184,0.633924,0.612521,0.634842,0.593309,0.602124,0.601285,0.622389,0.549982,0.556574,0.573195,0.51686,0.600849
1052,1,man,0,0.000461,0.000724,0.001015,0.000338,0.000256,0.001739,0.020396,0.018951,0.000762,0.018371,0.003009,0.00314,0.00074,0.009548,0.000812,0.000257,0.000415,0.000305,0.000392,0.001168,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1053,1,rah,1,0.998476,0.999418,0.989371,0.994719,0.999513,0.992899,0.99217,0.976272,0.980437,0.976208,0.955649,0.998892,0.998527,0.970471,0.977722,0.997454,0.998433,0.997548,0.99895,0.998108,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1054,2,nto,0,0.000588,0.001441,0.003493,0.001569,0.004659,0.004391,0.001836,6e-05,0.000115,0.000665,0.004414,0.002154,0.005945,0.001403,0.002801,0.000132,0.000256,0.000268,0.000307,0.000495,0.000322,5.9e-05,0.001673,0.001793,0.000767,0.000776,0.000212,0.003123,0.001949,0.001127,0.000554,0.000759,0.001961,0.003106,0.00012,0.001098,0.000971,0.002191,0.000852,0.001536
1055,1,rno,0,0.000431,0.002754,0.003317,0.003406,0.001436,0.006687,0.024117,0.003139,0.005377,0.009235,0.00334,0.006809,0.005988,0.009689,0.006701,0.001024,0.001328,0.000964,0.004518,0.001187,0.347114,0.01634,0.019639,0.00513,0.01239,0.071635,0.062276,0.120606,0.017257,0.03335,0.110085,0.066013,0.058528,0.046172,0.066905,0.407021,0.000943,0.004799,0.000824,0.001356
1056,1,rti,1,0.992828,0.991876,0.992484,0.987483,0.992962,0.99755,0.975862,0.998998,0.984628,0.986473,0.987414,0.997537,0.993534,0.985892,0.980402,0.998601,0.994565,0.991726,0.997507,0.992414,0.999851,0.975806,0.00644,0.838327,0.996883,0.952334,0.865899,0.879029,0.981546,0.887168,0.994501,0.768901,0.422993,0.988255,0.885523,0.998553,0.99801,0.997524,0.998068,0.995649
1057,3,. s,0,0.002071,0.002099,0.001475,0.000449,0.001954,0.00206,0.003692,0.000879,0.000707,0.007108,0.003079,0.007575,0.002458,0.004888,0.003275,0.000493,0.000337,0.000762,0.000887,0.00212,0.291173,0.012023,0.074359,0.045384,0.015818,0.059532,0.022622,0.024082,0.024914,0.025567,0.015579,0.007795,0.004548,0.012073,0.025738,0.012684,0.061873,0.060708,0.07448,0.009596
1058,2,udi,0,0.00013,0.002205,0.001445,0.001177,0.001422,0.000467,0.001696,0.000162,0.000291,0.001238,0.000679,0.003892,0.001047,0.000778,0.000613,0.000245,0.000214,0.00018,0.000363,0.000298,0.000339,2.8e-05,0.00021,0.000133,0.0008,0.000309,0.00012,0.00014,0.000193,0.000287,0.000131,0.000609,0.000267,4.3e-05,0.000205,0.001347,0.000759,0.001332,0.000834,0.001166
1059,1,ono,0,0.000529,6.7e-05,0.000252,0.000244,0.001594,0.001083,0.000637,0.000255,0.000774,0.000896,0.000558,0.000574,0.00086,0.0004,0.000662,0.000166,0.000116,0.000265,0.000429,0.000434,0.044385,0.012124,0.011313,0.0025,0.029701,0.099502,0.034803,0.00977,0.002958,0.035046,0.121162,0.081751,0.005548,0.009219,0.003926,0.001593,0.000786,0.093522,0.003127,0.000927
1060,2,ati,1,0.989114,0.996959,0.997319,0.997333,0.989223,0.999214,0.996555,0.997803,0.999136,0.997812,0.997363,0.995339,0.998057,0.997125,0.997388,0.999137,0.999171,0.999178,0.999494,0.999204,0.996703,0.998353,0.995871,0.991193,0.999296,0.999571,0.993621,0.992395,0.996548,0.998038,0.998469,0.99435,0.994513,0.994495,0.999125,0.997427,0.998248,0.994804,0.997121,0.996872
1061,2,ani,0,0.004545,0.020283,0.064409,0.078929,0.03753,0.016099,0.052719,0.006767,0.0313,0.030655,0.006913,0.017301,0.006906,0.009388,0.071297,0.004592,0.002911,0.016994,0.002767,0.086724,0.006773,0.000208,0.015313,0.003333,0.01108,0.010774,0.010251,0.001457,0.00616,0.086654,0.018389,0.0023,0.004157,0.00047,0.027333,0.003963,0.001358,0.012626,0.001173,0.004078
1062,1,ati,1,0.999667,0.999542,0.997531,0.99814,0.998688,0.991658,0.991739,0.984373,0.989672,0.981718,0.972658,0.997198,0.992591,0.995482,0.977228,0.999018,0.998676,0.996268,0.99874,0.998108,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1063,2,yan,0,0.007564,0.00698,0.005862,0.000312,0.009772,0.021515,0.012447,0.02665,0.003612,0.021392,0.016603,0.025035,0.003023,0.039274,0.009868,0.000401,0.000771,0.000368,0.000439,0.000577,0.006313,0.001476,0.003401,0.011758,0.003106,0.006783,0.01221,0.003571,0.010948,0.005165,0.003993,0.01472,0.003214,0.004059,0.011896,0.001992,0.000775,0.004064,0.000893,0.001509
1064,2,ana,1,0.998006,0.995617,0.998126,0.996134,0.996616,0.998515,0.999006,0.999006,0.999421,0.998182,0.997324,0.997081,0.999441,0.999099,0.998398,0.998499,0.998532,0.998202,0.998959,0.99916,0.982128,0.999405,0.987577,0.999084,0.994118,0.98309,0.994665,0.998091,0.998176,0.996229,0.988787,0.997887,0.997583,0.999703,0.9967,0.997206,0.998328,0.996167,0.997291,0.98094
1065,2,nto,0,0.000463,0.003202,0.000671,0.001941,0.000407,0.00124,0.000286,0.000635,0.000331,0.002546,0.000914,0.00216,0.000811,0.001386,0.000265,0.000263,0.000261,0.000251,0.000328,0.00031,6.6e-05,1.2e-05,0.000154,6.7e-05,6.4e-05,0.000133,3e-06,7.5e-05,3.5e-05,3e-05,4.7e-05,1.2e-05,3.2e-05,2.5e-05,3.5e-05,0.001214,0.001128,0.001293,0.000832,0.00107
1066,2,man,0,7.5e-05,0.000337,0.0007,0.000189,0.000153,0.000608,0.000668,0.000656,8.5e-05,0.000904,0.000312,0.000429,8.5e-05,0.000361,0.000424,0.000328,0.00026,0.000216,0.000446,0.000465,0.045037,0.007766,0.01572,0.029595,0.094683,0.01733,0.020177,0.029028,0.004293,0.014187,0.008037,0.010519,0.033404,0.00934,0.023448,0.018174,0.006444,0.014945,0.006785,0.026753
1067,1,rmi,1,0.513056,0.706257,0.461192,0.877644,0.06359,0.365182,0.59028,0.664774,0.818831,0.560937,0.21327,0.853344,0.801761,0.844404,0.47548,0.294616,0.218853,0.531408,0.634952,0.577056,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1068,2,nto,0,0.000557,0.001553,0.003374,0.002091,0.001506,0.000455,0.000222,0.000147,0.000226,0.000924,0.00114,0.001907,0.004603,0.003314,0.001434,0.000165,0.000234,0.000265,0.000305,0.000299,0.000857,0.000431,0.00102,0.00046,0.000371,0.000593,3.8e-05,0.000283,4.8e-05,0.000234,0.000308,0.000416,0.000392,1.3e-05,0.00024,0.001361,0.000983,0.001221,0.000824,0.00118
1069,3,tra,0,0.001152,0.00075,0.000527,0.004624,0.000138,0.00085,0.00013,6.4e-05,0.0003,0.000582,0.000319,0.000522,0.001122,0.000192,0.000314,0.000235,0.000484,0.00058,0.000295,0.000434,0.00021,0.000297,1.4e-05,3.5e-05,0.00112,8e-06,3e-06,0.000184,0.000343,0.000137,6.4e-05,2.6e-05,8.1e-05,0.000105,6.2e-05,0.0016,0.001064,0.001198,0.000943,0.001196
1070,2,nut,0,0.014865,0.027551,0.012278,0.04679,0.030518,0.005872,0.015853,0.023328,0.00256,0.016066,0.020802,0.019021,0.184943,0.005566,0.00889,0.000433,0.010182,0.017672,0.011136,0.001337,0.996932,0.99947,0.957253,0.985069,0.85297,0.913209,0.99803,0.962296,0.990453,0.869761,0.985806,0.998911,0.971602,0.99735,0.906851,0.938275,0.949297,0.996424,0.960954,0.973722
1071,1,ati,1,0.999071,0.999115,0.993585,0.999067,0.994161,0.992263,0.979242,0.99721,0.994822,0.987223,0.972486,0.997309,0.991648,0.991805,0.974246,0.998147,0.998752,0.99789,0.998938,0.998343,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1072,2,nto,0,0.000892,0.003253,0.00514,0.002009,0.001377,0.010721,0.016388,0.010748,0.013056,0.022027,0.002451,0.003191,0.002983,0.017841,0.015515,0.001869,0.007507,0.001874,0.00147,0.010738,0.00068,2e-06,5.3e-05,0.008788,9.2e-05,8.2e-05,0.00034,2.7e-05,0.000411,6e-05,0.000215,0.00025,3.3e-05,0.000384,0.000231,0.001475,0.000987,0.001352,0.000859,0.001361
1073,2,dah,1,0.999579,0.999802,0.999864,0.99924,0.999964,0.999343,0.998974,0.99948,0.998373,0.999791,0.998891,0.997755,0.999471,0.999901,0.999798,0.999577,0.998938,0.999187,0.999554,0.999263,0.999465,0.999763,0.99939,0.999787,0.999631,0.999394,0.999753,0.999626,0.999712,0.998992,0.999542,0.999128,0.999869,0.999941,0.999934,0.997913,0.998527,0.997525,0.997352,0.997037
1074,3,ari,1,0.999981,0.999967,0.999992,0.99996,0.999918,0.99976,0.99989,0.999982,0.999381,0.999894,0.999944,0.999939,0.999832,0.999791,0.999939,0.999116,0.999372,0.999533,0.999246,0.999423,0.999945,0.999958,0.999986,0.999994,0.999892,0.999995,0.999967,0.999997,0.999974,0.999995,0.999999,0.999812,0.999999,0.999922,0.999999,0.99865,0.998971,0.998361,0.998908,0.998976
1075,2,ati,1,0.999929,0.999726,0.998389,0.999917,0.998771,0.999523,0.999794,0.99982,0.999223,0.999688,0.999534,0.999448,0.999292,0.998556,0.999199,0.99942,0.999525,0.999383,0.999644,0.999596,0.9999,0.999962,0.999724,0.999826,0.999934,0.997888,0.999883,0.999931,0.999674,0.993614,0.998657,0.999476,0.999982,0.999678,0.999992,0.998328,0.998978,0.99847,0.998867,0.998967
1076,1,ono,0,7.3e-05,0.000274,0.000474,0.000223,0.002319,0.000905,0.001542,0.00072,0.004068,0.000524,0.000333,0.000708,0.002059,0.000605,0.002328,0.000303,0.000444,0.000605,0.000921,0.00086,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1077,1,tmi,1,0.94807,0.386949,0.437604,0.958584,0.44062,0.96938,0.752008,0.825287,0.938999,0.822277,0.946716,0.871905,0.882816,0.839002,0.691674,0.937455,0.936865,0.680595,0.861475,0.852037,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1078,2,ani,1,0.994862,0.997686,0.997684,0.99791,0.998029,0.998554,0.998144,0.99666,0.999015,0.998277,0.998662,0.998036,0.999021,0.997837,0.995843,0.999121,0.999253,0.998948,0.999291,0.999198,0.99984,0.999926,0.999555,0.999914,0.997622,0.999514,0.998712,0.999877,0.999615,0.998336,0.9998,0.999814,0.999525,0.999568,0.997956,0.998272,0.998922,0.998446,0.998802,0.998904
1079,3,ini,1,0.999173,0.998498,0.998009,0.999566,0.999325,0.999193,0.998613,0.998953,0.998322,0.999541,0.999063,0.995453,0.997534,0.998132,0.999049,0.99943,0.998274,0.998973,0.999096,0.999327,0.999867,0.999946,0.997999,0.997947,0.99988,0.999758,0.999818,0.999802,0.999949,0.999834,0.999911,0.999892,0.999785,0.999583,0.999381,0.997762,0.998317,0.997042,0.997629,0.993798
1080,2,min,0,0.00149,0.001072,0.009543,0.004116,0.00184,0.011676,0.016283,0.001775,0.009972,0.027937,0.0127,0.004888,0.020974,0.012281,0.013809,0.002488,0.001131,0.008585,0.002583,0.002842,0.000404,0.000182,0.002215,0.000492,0.000235,0.002689,0.004155,0.00158,0.000555,0.013859,0.017486,0.002002,0.003155,1.3e-05,0.000506,0.001438,0.001289,0.00203,0.000917,0.001561
1081,1,iah,1,0.999058,0.995547,0.997899,0.99693,0.99761,0.996793,0.992309,0.994247,0.994951,0.998623,0.997327,0.987384,0.997059,0.995244,0.997078,0.998839,0.998534,0.998452,0.999459,0.998768,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1082,1,rin,0,0.006194,0.069149,0.003165,0.003062,0.00608,0.008454,0.044004,0.00095,0.002548,0.026383,0.013185,0.093848,0.014672,0.016896,0.04662,0.010461,0.005357,0.010875,0.002769,0.004613,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1083,1,din,0,6.8e-05,0.001775,0.000778,0.000313,0.003351,0.003814,0.011173,0.002187,0.001528,0.010411,0.001079,0.003162,0.000626,0.002303,0.009223,0.000342,0.000569,0.000246,0.000823,0.003824,0.005319,0.001109,0.027086,0.140946,0.006835,0.136622,0.041431,0.068879,0.004734,0.017372,0.107647,0.189128,0.143184,0.003979,0.500828,0.001377,0.029999,0.938164,0.000871,0.254963
1084,2,ham,0,0.000331,0.001376,0.003443,0.000264,0.003931,0.001109,0.010215,0.002657,0.000706,0.005916,0.001784,0.003812,0.001675,0.001556,0.009601,0.000342,0.00052,0.000403,0.000467,0.000683,0.004725,0.000358,0.006492,0.002727,0.000573,0.001874,0.005773,0.003706,0.001285,0.000102,0.006435,0.001591,0.008623,0.000318,0.002351,0.001219,0.001041,0.001791,0.000892,0.003928
1085,2,nti,1,0.999332,0.999447,0.999543,0.999659,0.999417,0.997147,0.995432,0.988774,0.992824,0.995446,0.998239,0.999229,0.997139,0.99111,0.992641,0.998801,0.998814,0.998972,0.998348,0.998913,0.99812,0.999806,0.99894,0.997382,0.999834,0.999171,0.998837,0.99832,0.997875,0.998294,0.997948,0.999377,0.996486,0.999742,0.998809,0.998697,0.999045,0.998614,0.998875,0.998421
1086,4,ari,1,0.9986,0.999824,0.999294,0.99976,0.999847,0.999739,0.999874,0.999373,0.999565,0.999948,0.99958,0.999579,0.999736,0.999422,0.999769,0.999449,0.999571,0.99956,0.999697,0.999664,0.999989,0.9999,0.999947,0.999846,0.999788,0.999992,0.999844,0.999905,0.999983,0.999975,0.999996,0.99997,0.999992,0.999962,0.999918,0.998508,0.998988,0.998464,0.998761,0.998722
1087,2,roh,1,0.985579,0.953045,0.996572,0.992084,0.993106,0.994808,0.998629,0.997871,0.99341,0.995396,0.996088,0.988115,0.997296,0.981523,0.997607,0.999639,0.999592,0.999417,0.999558,0.999104,0.587976,0.542792,0.566909,0.634653,0.620387,0.605326,0.604396,0.602184,0.633924,0.612521,0.634842,0.593309,0.602124,0.601285,0.622389,0.549982,0.556574,0.573195,0.51686,0.600849
1088,1,man,0,0.000164,0.004119,0.001099,0.000215,0.000353,0.003645,0.010529,0.003474,0.000637,0.003021,0.000496,0.001913,0.001831,0.004201,0.001287,0.000239,0.000413,0.000547,0.000357,0.002215,0.023619,0.039754,0.204014,0.108669,0.005228,0.012056,0.120563,0.045229,0.038847,0.052306,0.02722,0.230742,0.129054,0.062756,0.018358,0.001411,0.001614,0.014171,0.001875,0.001172
1089,2,rni,1,0.996214,0.994145,0.992126,0.999343,0.998327,0.998466,0.998849,0.99595,0.993672,0.99844,0.997215,0.999641,0.999587,0.98991,0.988762,0.9994,0.998676,0.998495,0.997672,0.999216,0.999814,0.999194,0.997073,0.998939,0.999487,0.999153,0.999617,0.994762,0.999518,0.995436,0.999619,0.999267,0.994708,0.999726,0.998993,0.998725,0.998836,0.998178,0.99875,0.998882
1090,3,ana,0,0.002595,0.002629,0.015407,0.008711,0.001926,0.003369,0.004258,0.004932,0.002006,0.006775,0.012438,0.003038,0.006518,0.003147,0.012234,0.00077,0.006068,0.002367,0.00153,0.006183,6.1e-05,0.000325,0.000157,0.000169,0.000614,0.000156,4.3e-05,2.9e-05,0.00011,7.8e-05,0.000187,6e-06,8.2e-05,0.0,0.000168,0.001269,0.001377,0.001355,0.001048,0.001321
1091,4,ani,1,0.997618,0.997772,0.996524,0.999153,0.99819,0.979576,0.997415,0.999574,0.999352,0.997551,0.998993,0.996871,0.998409,0.994736,0.985556,0.9997,0.998787,0.998902,0.999214,0.998757,0.998663,0.999968,0.999529,0.999324,0.999501,0.999992,0.99995,0.999921,0.999951,0.999975,0.999976,0.999758,1.0,0.999848,0.999991,0.998427,0.998734,0.998206,0.998948,0.998197
1092,4,bsy,0,0.022075,0.015651,0.021015,0.017058,0.017794,0.040929,0.016712,0.015889,0.008019,0.024239,0.02518,0.048766,0.217209,0.047267,0.005349,0.005303,0.000873,0.02071,0.021575,0.009983,0.009865,0.208348,0.017344,0.009403,0.17568,0.01135,0.255922,0.004915,0.004454,0.22603,0.081161,0.126748,0.219528,0.020107,0.508602,0.02173,0.002101,0.012984,0.93044,0.005882
1093,2,uri,0,0.00677,0.01572,0.027308,0.004701,0.002653,0.008887,0.009264,0.002088,0.001605,0.002217,0.015334,0.03511,0.010465,0.014725,0.024549,0.006011,0.001445,0.003213,0.002922,0.126948,0.000451,0.000357,0.029535,0.001898,0.01065,0.000877,0.004037,0.05361,0.005541,0.013041,0.00471,0.000607,0.019418,3.2e-05,0.001124,0.001771,0.002228,0.025527,0.00089,0.001633
1094,2,ini,1,0.999083,0.997298,0.994107,0.999596,0.998019,0.994105,0.989826,0.992622,0.982014,0.993419,0.908378,0.997541,0.995397,0.995038,0.991212,0.9994,0.999463,0.998548,0.998922,0.999187,0.773619,0.997234,0.990172,0.813537,0.964272,0.975518,0.970917,0.995096,0.95254,0.929521,0.881291,0.90802,0.989144,0.782888,0.958381,0.073558,0.876305,0.989649,0.99679,0.984487
1095,3,ini,1,0.997355,0.897057,0.975386,0.989754,0.99793,0.995715,0.997954,0.998107,0.995893,0.992816,0.993256,0.580575,0.996583,0.996247,0.996364,0.999628,0.996875,0.997278,0.999091,0.997887,0.997989,0.99928,0.987313,0.983629,0.857495,0.992932,0.995045,0.987112,0.957944,0.991734,0.99746,0.990871,0.997703,0.995471,0.997883,0.994686,0.98436,0.996062,0.996967,0.991565
1096,3,hma,1,0.997346,0.997088,0.991089,0.998823,0.996411,0.99776,0.998031,0.997655,0.999005,0.9968,0.991002,0.993596,0.993017,0.990348,0.998463,0.999562,0.999563,0.998843,0.999047,0.994161,0.99983,0.999725,0.999467,0.999636,0.999755,0.999902,0.999998,0.99998,0.999996,0.999983,0.99998,0.999998,0.999997,0.999999,0.999986,0.998108,0.998632,0.997983,0.998453,0.997511
1097,3,qih,0,0.000765,0.002485,0.001052,0.004396,0.000524,0.001659,0.001606,0.000196,8.9e-05,0.000632,0.001196,0.001085,0.001783,0.003281,0.001358,0.000405,0.000416,0.001057,0.000783,0.000666,0.001021,0.000447,0.00269,0.002199,0.001544,0.001098,0.001068,0.001023,0.000889,0.001825,0.000846,0.001049,0.001134,0.000504,0.000561,0.00328,0.001943,0.002938,0.002285,0.006519
1098,3,ika,1,0.999976,0.999864,0.999778,0.999967,0.999967,0.99605,0.999531,0.998947,0.998641,0.999809,0.999736,0.999843,0.999881,0.998015,0.999676,0.99927,0.99887,0.998935,0.999129,0.998078,0.999971,0.999975,0.998511,0.999983,0.999529,0.996422,0.998734,0.999671,0.999948,0.999934,0.999637,0.999974,0.999992,0.999998,0.999997,0.998159,0.998704,0.998096,0.998534,0.997252
1099,1,lal,0,0.004211,0.001521,0.007966,0.007873,0.006288,0.004177,0.002248,0.001608,0.0023,0.005105,0.009458,0.002643,0.004887,0.002674,0.00352,0.001413,0.001378,0.00117,0.001667,0.001334,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1100,2,ani,1,0.840923,0.897164,0.570376,0.9397,0.755109,0.948552,0.967974,0.988889,0.981573,0.979996,0.771622,0.99073,0.941102,0.964729,0.953071,0.986187,0.99209,0.974485,0.993296,0.989906,0.995151,0.994575,0.958679,0.987148,0.996921,0.998779,0.952568,0.901845,0.992278,0.969935,0.999591,0.890191,0.974476,0.991452,0.999788,0.998043,0.998871,0.998021,0.994158,0.996792
1101,3,ana,0,0.00298,0.005172,0.003563,0.010284,0.007766,0.002003,0.00336,0.004124,0.003659,0.006615,0.001533,0.006092,0.000313,0.006945,0.00423,0.00223,0.001328,0.001143,0.001192,0.001039,0.004731,0.000146,0.000774,0.003687,0.002067,0.001662,0.00098,0.002776,0.000314,0.000859,0.004155,0.0002,0.002282,0.007072,0.005181,0.001713,0.001137,0.001407,0.000899,0.001192
1102,3,ini,1,0.977096,0.991148,0.989661,0.997798,0.998717,0.992331,0.996608,0.984794,0.998427,0.993995,0.992868,0.989446,0.979805,0.998118,0.994515,0.99788,0.994095,0.968486,0.990295,0.982108,0.641747,0.221338,0.529349,0.712334,0.217332,0.14535,0.681736,0.708744,0.370568,0.538227,0.18957,0.413664,0.547756,0.463638,0.040303,0.477987,0.531896,0.400978,0.644241,0.612879
1103,3,ina,1,0.999804,0.999669,0.999794,0.999798,0.999673,0.999645,0.999568,0.999856,0.998439,0.999525,0.999537,0.999758,0.999953,0.99997,0.999925,0.999643,0.999484,0.999275,0.999551,0.999453,0.999098,0.999779,0.999846,0.966048,0.999656,0.999834,0.999478,0.999573,0.999221,0.999136,0.99978,0.999116,0.999359,0.998255,0.999584,0.99834,0.998825,0.99793,0.998466,0.998153
1104,3,ika,1,0.999378,0.995086,0.995033,0.997556,0.998294,0.99775,0.996789,0.999297,0.99981,0.997963,0.998293,0.999039,0.999844,0.998935,0.998686,0.999554,0.998844,0.997494,0.996422,0.998572,0.999447,0.999771,0.9999,0.999794,0.999903,0.999805,0.999595,0.999341,0.999411,0.998995,0.999869,0.99694,0.998216,0.999243,0.999389,0.998263,0.998726,0.998072,0.99844,0.998135
1105,1,uri,0,0.005467,0.02518,0.008536,0.001779,0.241559,0.287094,0.130264,0.032832,0.155744,0.128439,0.085012,0.022828,0.03551,0.096223,0.034733,0.028362,0.015967,0.038663,0.015591,0.106143,0.008059,0.027461,0.029804,0.020537,0.029403,0.012951,0.016837,0.018926,0.064042,0.01093,0.022143,0.021702,0.035507,0.018145,0.003879,0.001276,0.001626,0.025055,0.001627,0.007126
1106,1,ani,1,0.994662,0.950144,0.996058,0.98784,0.952799,0.811906,0.874203,0.92717,0.84292,0.775814,0.987711,0.970661,0.98856,0.820815,0.936414,0.994622,0.996148,0.997256,0.996581,0.998317,0.999673,0.999846,0.999682,0.999855,0.999897,0.999609,0.991434,0.999111,0.997678,0.998284,0.999304,0.995665,0.999395,0.999919,0.999966,0.998627,0.998908,0.998343,0.998752,0.998614
1107,2,nti,1,0.999577,0.999048,0.999377,0.999327,0.999515,0.997468,0.996166,0.995559,0.987752,0.99777,0.999197,0.999168,0.999058,0.99408,0.997801,0.999689,0.999104,0.998853,0.998902,0.998806,0.999891,0.999994,0.999884,0.999955,0.999934,0.99997,0.999981,0.999975,0.999994,0.999956,0.999894,0.999992,0.99995,0.999964,0.999936,0.998407,0.999018,0.998547,0.998821,0.998693
1108,1,man,0,0.005421,0.159879,0.074477,0.009529,0.208145,0.199819,0.382621,0.251134,0.068614,0.288845,0.285108,0.156289,0.380124,0.195692,0.121307,0.190021,0.011149,0.080129,0.408889,0.003153,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1109,1,ati,1,0.99948,0.996284,0.995654,0.999564,0.998953,0.996184,0.997408,0.996595,0.996901,0.993741,0.993365,0.999074,0.998916,0.992722,0.991464,0.999369,0.999409,0.998713,0.999239,0.999507,0.854067,0.991583,0.983709,0.999793,0.932938,0.938017,0.954866,0.995251,0.998923,0.972943,0.918214,0.934782,0.995859,0.999824,0.993736,0.998495,0.998634,0.997983,0.998113,0.997174
1110,2,man,0,0.005152,0.004152,0.00239,0.002531,0.007142,0.008635,0.043253,0.001449,0.008156,0.010404,0.005379,0.021907,0.003311,0.078112,0.004971,0.000575,0.000552,0.000652,0.000423,0.0009,0.000871,0.000258,0.000883,0.00108,0.000338,0.001693,0.004301,0.003177,0.000149,0.000189,0.001558,0.002943,0.005598,3.3e-05,0.00059,0.002356,0.000998,0.001297,0.001172,0.001592
1111,3,tri,1,0.999248,0.999578,0.999857,0.999868,0.999855,0.999885,0.999899,0.999716,0.999816,0.999905,0.999883,0.99954,0.999603,0.999878,0.999893,0.999519,0.9993,0.999443,0.999589,0.999694,0.99983,0.999819,0.999942,0.999651,0.999745,0.999992,0.999704,0.999934,0.999294,0.999818,0.999962,0.999693,0.999996,0.999221,0.999971,0.99857,0.998916,0.998244,0.998848,0.998865
1112,1,djo,0,0.002266,0.003418,0.000434,0.615252,0.002576,0.021032,0.056706,0.009578,0.023084,0.018363,0.014594,0.077293,0.00926,0.01627,0.018722,0.00229,0.000503,0.000537,0.00059,0.000979,0.563039,0.540982,0.587362,0.586701,0.636935,0.617674,0.607226,0.600823,0.564327,0.579033,0.617185,0.596724,0.56696,0.592583,0.636741,0.551216,0.549145,0.571163,0.50682,0.575393
1113,1,rni,1,0.958258,0.996115,0.996324,0.998726,0.977308,0.981499,0.914941,0.802487,0.919237,0.961055,0.995092,0.993363,0.991852,0.971006,0.947753,0.940007,0.9086,0.924921,0.965089,0.950388,0.99521,0.998504,0.991395,0.982746,0.981715,0.935301,0.992724,0.994316,0.933252,0.951535,0.931079,0.990142,0.985638,0.986101,0.975591,0.993551,0.998244,0.998236,0.998566,0.9983
